# Program:featureCounts v2.0.3; Command:"featureCounts" "-t" "exon" "-g" "gene_id" "-O" "-s" "2" "-J" "-R" "BAM" "-p" "--ignoreDup" "-M" "--fraction" "-T" "16" "-G" "./reference/Saccharomyces_cerevisiae.R64-1-1.106.fa" "-p" "--countReadPairs" "-a" "./reference/Saccharomyces_cerevisiae.R64-1-1.106.gtf" "-o" "./read_counts_v2/read_counts_table" "./dedup_v2/VM-1_S1_L001.sorted.dedup.bam" "./dedup_v2/VM-2_S2_L001.sorted.dedup.bam" "./dedup_v2/VM-3_S3_L001.sorted.dedup.bam" "./dedup_v2/VM-4_S4_L001.sorted.dedup.bam" 
Geneid	Chr	Start	End	Strand	Length	./dedup_v2/VM-1_S1_L001.sorted.dedup.bam	./dedup_v2/VM-2_S2_L001.sorted.dedup.bam	./dedup_v2/VM-3_S3_L001.sorted.dedup.bam	./dedup_v2/VM-4_S4_L001.sorted.dedup.bam
YGL183C	VII;VII	156543;157283	157199;157285	-;-	660	10.75	19	17.50	16
YGR160W	VII	807073	807684	+	612	4	2	3	3
YGR204C-A	VII	909061	909174	-	114	7	5	7.14	5
YGR039W	VII	574888	575199	+	312	171	234.50	210	295
YGL059W	VII	392223	393698	+	1476	804.84	774.98	924.03	1130.46
YGL123W	VII	277617	278381	+	765	18139.85	8873.67	18764.92	11621.67
YGL099W	VII	314631	316553	+	1923	2082	926.67	2256.17	1237.70
YGR102C	VII	694584	695135	-	552	499	276	583.49	413.50
YGL233W	VII	59122	61854	+	2733	1620.50	1059.33	1782.54	1568.17
YGL072C	VII	371003	371362	-	360	20	11	9	8.25
YGL056C	VII	396035	397618	-	1584	4591.46	3395.78	4957.55	4564.17
YGR104C	VII	697445	698368	-	924	500.38	350.92	678.42	537.67
YGR240C	VII	970771	973734	-	2964	23055.49	13270.23	23512.88	17421.38
YGR243W	VII	977336	977776	+	441	106	391	134.50	576
YGR275W	VII	1043276	1043749	+	474	388	290	547.75	429.13
YGL088W	VII	345836	346201	+	366	145.50	90	171	107.75
YGR020C	VII	526973	527329	-	357	2288.50	1340.50	2827	1947.33
YGR100W	VII	690245	693097	+	2853	1456.57	1004.72	1572.25	1544.45
YGR231C	VII	952548	953480	-	933	1192.61	637.58	1236.82	890.75
YGR215W	VII	922175	922507	+	333	305	132	402.25	208.25
YGR018C	VII	524365	524694	-	330	22	19	18	32
YGL152C	VII	216692	217369	-	678	22	13	22	23
YGL212W	VII	91432	92382	+	951	187.75	128.50	201.50	181.50
YGL066W	VII	377609	379582	+	1974	1104.29	727.04	1254	1114.18
YGL060W	VII	390065	391990	+	1926	1540.39	1016.25	1656.57	1463.87
YGL185C	VII	153167	154306	-	1140	413	279	516	431.67
YGR145W	VII	781767	783890	+	2124	1660.56	454.33	1944.33	759.71
YGL011C	VII	474489	475247	-	759	2153	1702.06	2605.50	2299.06
YGR147C	VII	786054	786920	-	867	418.17	237.10	456.25	318.50
YGR036C	VII	558149	558868	-	720	600.44	490.12	595	658
YGL122C	VII	278946	280523	-	1578	5322.08	3587.66	5798.86	5588.82
YGL261C	VII	6290	6652	-	363	9.22	8.07	4.12	13.64
YGL041C	VII	419022	419225	-	204	9	6	9	7
YGR099W	VII	687899	689965	+	2067	323.25	200.67	349.07	296.18
YGR046W	VII	584895	586052	+	1158	1075.62	1064	1244.10	1462.29
YGL188C-A	VII	148824	148964	-	141	177.50	111	168.50	159
YGR216C	VII	922633	924462	-	1830	1878.27	1346.33	1855.33	1810
tG(UCC)G	VII	779616	779687	+	72	2.33	2.58	4.67	4.00
YGR047C	VII	586392	589469	-	3078	908.71	572.05	960.74	913.83
YGR238C	VII	966039	968687	-	2649	654.22	558.60	730.80	683.12
YGR282C	VII	1057783	1058724	-	942	8250.14	6562.70	8369.17	8543.76
YGL132W	VII	261580	261915	+	336	7.56	2	7	9.08
tA(AGC)G	VII	774349	774421	+	73	0	0	0	0
YGR169C	VII	834689	835903	-	1215	478.05	156	520.50	231.42
YGR063C	VII	617516	617824	-	309	231	148	251	194
YGR256W	VII	1004624	1006102	+	1479	323	244	329.25	346.38
YGL036W	VII	428601	431330	+	2730	3031.43	3036.09	3335.51	4154.98
YGR192C	VII	882812	883810	-	999	57685.35	44020.73	56930.47	53709.80
YGL191W	VII	144808	145197	+	390	1809	1218	1994.50	1631
YGR051C	VII	592906	593229	-	324	1	1.50	0.69	2.16
YGR013W	VII	514554	516416	+	1863	911.67	744.57	1048.75	958.83
YGR123C	VII	736662	738203	-	1542	1824.53	254.56	1932.88	320.08
YGL209W	VII	95858	97006	+	1149	4340.08	2787	4926.67	3795.25
YGL163C	VII	193707	196403	-	2697	1052	671.75	1053.11	994.67
YGR296C-A	VII	1088870	1089445	-	576	0.27	0.25	0	0
YGL178W	VII;VII	167352;167995	167354;170571	+;+	2580	10401.80	8025.27	11780.79	11157.43
YGL092W	VII	337906	341859	+	3954	6981.33	3764.00	7229.12	5068.53
YGR132C	VII	755589	756452	-	864	1663.50	788	1794.66	1146.14
YGL208W	VII	97338	98585	+	1248	492.50	523	576	717.83
tL(GAG)G	VII	700675	700756	+	82	0.25	3	2	1
YGR059W	VII	607563	609101	+	1539	20	13	22.50	15.50
YGR114C	VII	720265	720654	-	390	2.54	0.58	0.48	0.50
YGR128C	VII	747950	750091	-	2142	4817.33	1911.87	5879.81	2857.93
YGL246C	VII	37617	38780	-	1164	820.12	491.50	1018.79	707.21
YGL190C	VII	145809	147389	-	1581	1325.81	1289.33	1500	1799
YGR033C	VII	554248	554967	-	720	1221.75	898	1410.10	1314
YGL112C	VII	298178	299728	-	1551	1120.50	711	1292	1167.50
YGL001C	VII	495453	496502	-	1050	1994.50	1252	2154.23	1866
YGR168C	VII	833352	834482	-	1131	130.25	301.00	140.50	454.90
YGL093W	VII	334886	337639	+	2754	679.75	728.33	765.83	1145.42
YGR120C	VII	730033	730821	-	789	595.44	384.50	736.92	584.17
YGR027C	VII	534132	534458	-	327	3155.12	1929.00	3451.25	2539.38
YGL259W	VII	8470	8967	+	498	82.75	74.50	75	101.50
YGR294W	VII	1080306	1080668	+	363	37.45	42.35	52.74	74.74
YGR124W	VII	739944	741662	+	1719	12358.55	8081.17	12270.35	10813.17
YGL103W	VII;VII	310967;311527	311015;311927	+;+	450	7072.33	3514.32	7380.92	4561.58
YGL062W	VII	385196	388732	+	3537	7511.08	8920.22	7118.25	11418.06
YGR049W	VII	591314	591877	+	564	1773	789.58	1922.12	1120.25
snR39	VII	365163	365251	-	89	130.50	56	98.50	72
YGR076C	VII	637104	637577	-	474	818	448	1002	529.38
YGL161C	VII	199210	200142	-	933	1195	978	1403.70	1356.50
YGR062C	VII	616328	617278	-	951	603.17	404.10	705.12	519
tV(AAC)G1	VII	412294	412367	-	74	10.20	6	8.12	6
YGL237C	VII	52731	53528	-	798	350.67	309	373.50	482
YGR024C	VII	531883	532596	-	714	588.17	380	676.67	564.50
YGR184C	VII	859901	865753	-	5853	7662.81	5788.07	8098.80	8128.25
YGR292W	VII	1076599	1078353	+	1755	76.25	42.67	86.92	73.10
YGR151C	VII	794655	794990	-	336	132.77	122.68	181.90	164.52
YGL034C	VII	433214	433579	-	366	21.50	6.50	18.68	8.58
YGL067W	VII	376101	377255	+	1155	1213	591.25	1266.60	848.83
YGR072W	VII	634304	635467	+	1164	582	319	767.11	447.14
YGL229C	VII	64503	66959	-	2457	288.95	277.50	323.25	403.50
YGR055W	VII	599417	601141	+	1725	3627.63	4890.80	3633.01	6182.79
YGL044C	VII	416146	417036	-	891	568	432.35	712.60	647.40
YGL054C	VII	400871	401287	-	417	1980.64	1281.60	2388.10	1707.20
YGL119W	VII	284442	285947	+	1506	621.50	328.16	733	488
YGR068W-A	VII	626294	626389	+	96	2.06	0	0.06	1
YGR206W	VII	910432	910737	+	306	417	292	421	366
YGR121W-A	VII	733412	733627	+	216	8	10	11	3
YGL130W	VII	266145	267524	+	1380	901	650.55	920.07	930
YGL042C	VII	418288	418593	-	306	4	3	4	1
YGR090W	VII	662358	666071	+	3714	13675.04	6277.27	15047.26	8904.10
YGR221C	VII	937124	938992	-	1869	443	419	480	576
YGR143W	VII	775193	777508	+	2316	2851.83	1317.60	3082.25	1843.97
tR(UCU)G1	VII	405470	405541	+	72	15	9	17	9
YGL218W	VII	83650	84300	+	651	2.50	2	1.50	0
YGL198W	VII	123591	124298	+	708	875	722.50	811.50	911.25
YGL083W	VII	353058	355472	+	2415	1568.83	1091.56	1855.40	1553.13
tC(GCA)G	VII	707108	707179	-	72	0.75	0	1.25	0
YGR071C	VII	631481	634063	-	2583	1457.95	983.75	1636.55	1428.58
YGR259C	VII	1012481	1012921	-	441	38	18.50	26.50	17
YGR058W	VII	606136	607143	+	1008	911	545.57	1095.25	788.06
YGL195W	VII	131525	139543	+	8019	35480.41	21157.84	35897.00	28460.92
YGL192W	VII	142246	144048	+	1803	24.23	3034.50	37.21	4294.40
YGL206C	VII	102543	107504	-	4962	23368.33	15361.75	25337.83	21519.08
YGR060W	VII	610564	611493	+	930	10101.83	6072.69	10809.42	8249.59
YGL257C	VII	12481	14157	-	1677	744.17	695.10	773	918
YGL236C	VII	53787	55796	-	2010	1627	503	1606	817
YGR138C	VII	763762	765606	-	1845	7392.29	3345.62	7454.40	4263.10
YGR015C	VII	521090	522076	-	987	367	298	391	354.08
YGL023C	VII	450197	452104	-	1908	946.17	758.56	1061.50	1061.56
YGL144C	VII	232450	234507	-	2058	609.50	521	674.00	666.17
YGL071W	VII	372012	374084	+	2073	2628.08	1756.02	2888.50	2586.83
tK(CUU)G3	VII	876394	876466	+	73	10	4	7	5
YGR080W	VII	642010	643008	+	999	994.17	1164.08	1165.46	1594.12
YGL116W	VII	289809	291641	+	1833	1111	662.50	1309.85	1002
YGR035C	VII	557072	557422	-	351	89.50	84	154.04	117
YGL201C	VII	117854	120907	-	3054	1471	719.25	1592	1001
YGR212W	VII	917040	918446	+	1407	399.67	239.67	405	376.39
YGR154C	VII	796798	797868	-	1071	226.20	160.10	249.20	241.90
YGL241W	VII	45445	48459	+	3015	1838.46	1170.33	2173.67	1800.24
YGL262W	VII	5312	5839	+	528	33.25	17	51	22
YGR247W	VII	984966	985685	+	720	253	162.50	313.42	233.33
YGR199W	VII	897502	899781	+	2280	1338.82	793.27	1303.65	1114.25
YGL260W	VII	6860	7090	+	231	0	0	0	0
YGR179C	VII	853675	854895	-	1221	330.50	287.25	466.83	337.25
YGR011W	VII	512497	512823	+	327	268.61	167	327	271
YGL111W	VII	299978	301369	+	1392	1253.33	477.57	1372.25	698.06
snR39B	VII	366374	366469	-	96	258	119	206	166
YGR073C	VII	635615	635986	-	372	68	29.25	82.04	54.50
YGR155W	VII	798543	800066	+	1524	12471.73	6294.50	13881.11	8635.48
YGL114W	VII	293460	295637	+	2178	1217.18	642.54	1170.50	849.71
YGL255W	VII	20978	22108	+	1131	194	100	186.25	153.62
YGR066C	VII	620921	621799	-	879	8.56	27.10	13.50	27.62
YGR233C	VII	954674	958210	-	3537	5568	8041.54	5647.00	11142.67
YGR092W	VII	668189	669907	+	1719	829.12	1113.06	940	1536.64
YGL041W-A	VII	418825	419289	+	465	497	358	658.75	484
YGR171C	VII	840824	842551	-	1728	1196.58	597.35	1417.92	842.85
tW(CCA)G2	VII;VII	878710;878780	878745;878815	-;-	72	14.17	7.33	10.50	12.00
YGL171W	VII	182390	184084	+	1695	1415	456.75	1727.18	708.62
YGL029W	VII	440063	440425	+	363	475	183.33	571.06	270
YGR040W	VII	575398	576504	+	1107	654	809.56	728.50	1204.67
YGR220C	VII	936074	936883	-	810	650.07	300	751.25	450
YGR268C	VII	1026057	1026653	-	597	1123	1981	1104	2397.75
YGL147C	VII	227754	228329	-	576	9891.12	4246.82	10659.33	5487.58
tK(CUU)G1	VII	122269	122341	+	73	4.25	2	2	4.33
YGR144W	VII	780399	781379	+	981	38	62.50	45.39	111.88
YGR178C	VII	851047	853215	-	2169	3285.56	2322.00	3687.37	3270.75
YGR113W	VII	718893	719924	+	1032	270.62	212.50	312.62	312.01
YGL203C	VII	112475	114664	-	2190	7245.25	4653.75	2382.50	1990.50
YGL048C	VII	410069	411286	-	1218	1865.50	1399.62	2157	2064.58
YGR207C	VII	910843	911628	-	786	1019.25	575	1300.25	849.50
YGR258C	VII	1007671	1010766	-	3096	650.28	585.88	636.72	827.28
YGL091C	VII	342056	343042	-	987	470.42	358.67	535.17	505.17
YGR093W	VII	670388	671911	+	1524	780	338.25	1010.50	510.25
YGR119C	VII	728046	729671	-	1626	1329.50	768.93	1401.37	1132.65
YGR213C	VII	918512	919465	-	954	32.50	575	43	875
YGR061C	VII	611889	615965	-	4077	15072.02	5180.37	14736.54	6712.45
YGL182C	VII	157273	157596	-	324	14.50	8	7.50	20
YGR139W	VII	765726	766064	+	339	0.06	4	0	1.15
YGR121C	VII	731449	732927	-	1479	254.25	652.32	264	897.08
YGL043W	VII	417483	418412	+	930	1957.64	1048.50	2292.33	1606.83
YGR280C	VII	1050910	1051725	-	816	780.12	214.50	937.37	303.28
YGL085W	VII	349616	350440	+	825	189.16	148.06	239.31	194.96
YGL031C	VII	437467	437934	-	468	6511.75	3219.00	7154.21	4484.67
YGR117C	VII	725049	726479	-	1431	1608.42	1239.06	1852.25	1883.71
YGR254W	VII	1000927	1002240	+	1314	16400.33	16355.42	15799.42	21754.25
YGR235C	VII	961360	962061	-	702	1006	897.05	1091.50	1187
YGL124C	VII	274780	276714	-	1935	440.50	383	524	520
YGR236C	VII	962530	962817	-	288	9	13	7	16
YGL164C	VII	191978	193300	-	1323	515.75	308.25	594.50	391.92
YGR293C	VII	1079885	1080346	-	462	2	2	3.20	0.07
tL(CAA)G1	VII;VII	205521;205591	205558;205634	+;+	82	35.86	29.29	45.54	37.41
YGR264C	VII	1019598	1021853	-	2256	9625.61	4588.25	10511.37	6596.86
YGL234W	VII	56482	58890	+	2409	6927.75	3328.72	6454.67	4197.17
YGL109W	VII	303513	303836	+	324	16	9	13.06	16
YGL238W	VII	49552	52434	+	2883	5829.90	3375	6353.81	4808.25
YGL041C-B	VII	418704	418886	-	183	6	8	11	4
YGR056W	VII	601661	604447	+	2787	2523.58	1819.25	2813.50	2557.08
YGR201C	VII	902520	903197	-	678	44	30	37	35
YGR239C	VII	969187	970053	-	867	684.17	442.25	757.00	667.50
YGR169C-A	VII	836387	836665	-	279	42	19	42.07	18
YGR185C	VII	866336	867520	-	1185	6351.71	3375.43	6743.58	4645.67
YGR189C	VII	876669	878192	-	1524	17480.00	11795.92	17586.28	14309.41
YGR022C	VII	529257	529586	-	330	0	0	0	0
YGR290W	VII	1075482	1075925	+	444	1.50	1	1.50	0.10
YGL205W	VII	108158	110404	+	2247	42	67.32	31.92	96.17
tK(CUU)G2	VII	185714	185786	-	73	0	1	2	0
YGL221C	VII	81426	82292	-	867	2112.50	1570	2455	2191
YGL108C	VII	303649	304071	-	423	125	52	136.50	64
YGL069C	VII	375050	375514	-	465	11	14	14	17
YGL135W	VII	254641	255294	+	654	11946.33	4833.90	13299.67	6819.33
YGR253C	VII	998358	999140	-	783	1256.50	939.50	1407.55	1428
YGL053W	VII	402589	403302	+	714	685.75	5162.20	776.25	864.25
YGL101W	VII	312193	312840	+	648	421.20	232.33	433	388
YGR271C-A	VII	1037800	1038501	-	702	579.00	209.50	834	345.83
YGR267C	VII	1025004	1025735	-	732	1753.00	1360.50	2090	1990.33
YGR234W	VII	959904	961103	+	1200	16058.42	4956.61	19016.83	6823.12
YGL251C	VII;VII	27921;31579	31426;31636	-;-	3564	902	448.33	937.25	606.50
YGL141W	VII	238353	241085	+	2733	1660.83	1520.25	1744.25	2151.47
YGL245W	VII	39023	41149	+	2127	13134.42	7933.33	13619.83	10374.71
YGL007W	VII	483260	483637	+	378	0	3	1	2
YGL005C	VII	489708	490547	-	840	400.67	261.17	495.33	433.50
YGL215W	VII	87981	89339	+	1359	12031.43	8059.50	12455.92	10193.86
YGR173W	VII	843854	844960	+	1107	620.50	227	651.25	326.20
YGL249W	VII	33098	35212	+	2115	58.10	35.67	77	76.62
YGR161W-C	VII	810227	810505	+	279	141	193	153	241
YGR229C	VII	949382	950899	-	1518	2636.75	1797.54	3307.73	2667.17
YGR070W	VII	627806	631273	+	3468	2950.08	1444.59	3244.81	2004.34
YGR135W	VII	761392	762168	+	777	2502.75	1940	3022.75	2640
YGL014C-A	VII	466237	466398	-	162	0	0	2	1
YGR225W	VII;VII	945145;946421	946327;947019	+;+	1782	12.25	14	17.25	9.12
YGL258W	VII	11110	11730	+	621	27.11	13	35.50	11
tT(UGU)G1	VII	661749	661820	+	72	1.33	0.33	0.67	1.67
YGL139W	VII	245716	248124	+	2409	2999.25	1794.21	3279	2574.11
YGL172W	VII	180700	182118	+	1419	1397.67	838	1384	1122
YGR088W	VII	654634	656322	+	1689	877	919.26	691.63	1269.61
YGL126W	VII	270997	272139	+	1143	943.50	1226.94	964.06	1564.03
YGR140W	VII	767429	770299	+	2871	1276.55	779.42	1465.71	1228.28
YGR129W	VII	750400	751047	+	648	195	87.14	264	145.50
YGL027C	VII	443642	446143	-	2502	2226	1930	2298	2565.67
tL(CAA)G2	VII;VII	423092;423162	423129;423205	+;+	82	62.18	40.93	71.34	52.23
YGL231C	VII	63048	63620	-	573	2170.75	1941.50	2809.46	2698.08
YGL019W	VII	458156	458992	+	837	922.75	505	886	762.17
tR(UCU)G3	VII	736340	736411	+	72	44	1229.08	51	1651.83
YGR017W	VII	523787	524680	+	894	2346.43	1273.69	2925.21	1747.54
YGR107W	VII	702667	703116	+	450	5	16.08	7	23.77
YGL039W	VII	423961	425007	+	1047	854	773.67	966.42	1073.58
tL(CAA)G3	VII;VII	857378;857454	857421;857491	-;-	82	75.84	57.27	91.83	70.37
YGL123C-A	VII	277634	277864	-	231	11	4	9	6
YGL002W	VII	494517	495167	+	651	699	523.50	826	745.67
YGR044C	VII	582990	583892	-	903	329.50	619.50	432.50	971
YGR193C	VII	884509	885741	-	1233	2424.25	1537.83	2844	2158.83
YGL033W	VII;VII;VII	435625;435750;436375	435679;436312;436401	+;+;+	645	26	12.64	30.25	25.00
YGR165W	VII	829116	830153	+	1038	1133	474.05	1373.50	749
YGL030W	VII;VII	439091;439324	439093;439638	+;+	318	3992.06	1793	4091.50	2456.42
YGL128C	VII	269293	270144	-	852	806.70	701	923.75	968.17
YGL063C-A	VII	384502	384651	-	150	1	3	1	1
YGL007C-A	VII	482941	483027	-	87	9	23.00	22	37
YGL175C	VII	173285	174322	-	1038	112	101	147	142.62
YGL223C	VII	79112	80365	-	1254	1831	1900.83	2162.75	2847.33
YGR190C	VII	880296	880661	-	366	9	3	3	0
YGL004C	VII	490703	491956	-	1254	358	204.39	374	284
YGL148W	VII	226399	227529	+	1131	3620.82	2030.00	3846.88	2798.67
YGR281W	VII	1052824	1057257	+	4434	3619.58	2983.81	3684.32	4270.57
tH(GUG)G2	VII	319781	319852	+	72	70.25	52	76	69
tF(GAA)G	VII;VII	440716;440771	440751;440807	-;-	73	3.67	4	7.67	1.33
YGR078C	VII	639772	640371	-	600	399	166.50	359	225.14
YGL133W	VII	257707	261501	+	3795	2570.75	1915.32	2926.18	2723.04
tV(AAC)G2	VII	823482	823555	+	74	6	1	3	4
YGR295C	VII	1081584	1082729	-	1146	3145.72	4100.41	3187.42	5469.50
YGR048W	VII	589826	590911	+	1086	574	509.05	632.62	738.05
YGR065C	VII	618077	619858	-	1782	2683.71	994.08	2516.32	1315.08
YGL051W	VII	403687	404391	+	705	156.12	320.38	196.64	172.16
YGL220W	VII	82374	82736	+	363	379	177	389.67	281.25
YGR019W	VII	525229	526644	+	1416	1516	1324.80	1547.30	1708.75
YGL010W	VII	475545	476069	+	525	226.25	209.75	244.50	278.20
YGL090W	VII	343319	344584	+	1266	173.50	104.25	161	151.25
YGR054W	VII	596693	598621	+	1929	8868.17	5199.50	8772	6852.57
YGR174W-A	VII	846655	846741	+	87	7	21	6	14
YGL032C	VII	436570	436833	-	264	5012.58	5144.08	5811.08	6278.52
tE(UUC)G2	VII	401527	401598	-	72	0	1	8.50	3
YGL179C	VII	163409	165091	-	1683	949	347.25	1133	548.50
tE(UUC)G3	VII	541850	541921	+	72	2	2	1.96	1
YGR002C	VII	498476	499906	-	1431	656.85	444.27	741.15	676.35
YGL134W	VII	255663	256964	+	1302	402.03	214	450	284.11
YGL235W	VII	55279	55815	+	537	8.17	7	3.62	11
YGL006W	VII	485921	489442	+	3522	2559.70	4779.87	2744.08	6371.56
YGR028W	VII	542203	543291	+	1089	487	463.13	692.39	703.71
YGR283C	VII	1059015	1060040	-	1026	1570.39	594.67	1942.51	955.47
YGR249W	VII	988049	989419	+	1371	1129	893.50	1461.33	1392
snR82	VII	316788	317055	+	268	5805.75	4700.33	5353.00	5379.61
snR7-L	VII	939459	939672	-	214	948.25	662.83	913.33	809.08
YGL232W	VII;VII	62075;62190	62131;63002	+;+	870	1039.12	394.42	1192	554.83
YGL157W	VII	209006	210049	+	1044	1688.50	1975.50	2470	3669.50
YGL118C	VII	288014	288451	-	438	4.50	5	8	7
YGR012W	VII	513159	514340	+	1182	264.25	226.17	266.25	316.28
YGR242W	VII	976415	976723	+	309	4	0	2	3
YGR014W	VII	516943	520863	+	3921	18631.18	12000.48	18265.22	14583.59
YGR038C-A	VII	566145	567467	-	1323	2598.88	3408.56	2972.05	5014.17
YGR161C-C	VII	821693	823015	-	1323	161.80	134.23	192.99	197.52
YGR027W-A	VII	536057	537379	+	1323	14260.88	8447.66	18529.06	14892.65
YGR109W-A	VII	707610	708482	+	873	2540.66	26284.52	3009.97	35167.10
YGR027W-B	VII	536057	541325	+	5269	92107.66	61231.61	133172.42	103855.75
YGR038C-B	VII	562199	567467	-	5269	35240.92	31748.65	52731.16	51925.60
YGR161C-D	VII	817747	823015	-	5269	42699.35	25006.28	47246.84	33441.96
YGR161W-A	VII	811738	813054	+	1317	10958.74	9806.23	15255.43	15161.35
YGR109W-B	VII	707610	712254	+	4645	27561.96	306233.22	32466.25	415745.78
YGR161W-B	VII	811738	817051	+	5314	39516.19	35919.34	55540.64	56364.19
YLL050C	XII;XII	39804;40401	40221;40414	-;-	432	4015.08	2986.67	4185.42	3846.08
YLL032C	XII	74270	76747	-	2478	896.45	848.70	1131.25	1328.76
YLR466W	XII	1067087	1071235	+	4149	501.91	449.96	573.09	675.51
YLR054C	XII;XII	248717;250948	250860;250978	-;-	2175	42.92	503.20	49.25	787.54
YLR437C	XII	1011622	1012023	-	402	150	197	161.50	323
YLR217W	XII	572909	573232	+	324	4	0	0	0
YLL056C	XII	27409	28305	-	897	115.33	123	124.17	170
YLR128W	XII;XII	398530;398627	398532;399433	+;+	810	482.07	536	615.19	794.50
YLR279W	XII	704309	704698	+	390	8.97	2.05	1.10	4.30
YLR075W	XII	282927	283592	+	666	14859.25	9227.25	16157.58	11791.83
YLR052W	XII	247201	247953	+	753	1385.57	1046.25	1740	1509.50
YLR159C-A	XII	485711	485842	-	132	0.33	0.17	0.31	0.53
YLR025W	XII	194452	195174	+	723	393	306	502	434
YLR049C	XII	243886	245172	-	1287	177.05	333.85	199.95	547.83
YLR308W	XII	747937	748875	+	939	0.30	8.56	3.10	15.25
YLR032W	XII	204991	208500	+	3510	738.50	453.25	834.81	601.65
ETS2-2	XII	460712	460922	-	211	0.50	0.50	0	0
YLR251W	XII	641464	642057	+	594	101	116	127.12	224.25
YLR321C	XII	776584	777864	-	1281	847.12	613.44	983	883
YLR327C	XII	783127	783387	-	261	393.50	1766.00	566	2405.75
YLR154C-H	XII	468827	468958	-	132	0.33	0.17	0.53	0.53
YLR247C	XII	628684	633354	-	4671	3988.42	2949.72	4366.58	4049.97
YLR167W	XII	498947	499405	+	459	6331.87	3498.42	6793.97	4422.50
YLR220W	XII	576825	577793	+	969	561.20	309	572.25	439.98
YLR455W	XII	1053629	1054543	+	915	328	305	366	460
YLR282C	XII	705071	705412	-	342	0	0	2	0
YLR094C	XII	327730	329238	-	1509	2074.94	1457.06	2201.07	2087.18
YLR272C	XII	683672	687202	-	3531	1122.03	982.26	1295.70	1432.94
YLR264C-A	XII	673828	673944	-	117	0	3	1	2
YLR338W	XII	804346	805203	+	858	4	5	7	8.62
YLR181C	XII	516678	517670	-	993	280.67	172.20	361.35	242.34
YLR458W	XII	1056455	1056835	+	381	1	0	1	0
YLR180W	XII	515262	516410	+	1149	8416.42	4828.17	7941.96	5751.31
YLR250W	XII	640317	641021	+	705	711.93	681.07	873.24	995.31
YLR222C-A	XII	582006	582236	-	231	93	51	120.20	84.56
YLR424W	XII	973395	975521	+	2127	251.67	179	324.08	256
YLR253W	XII	642627	644336	+	1710	940.50	404.83	983.78	663.67
YLR390W-A	XII	903724	904440	+	717	13628.28	12231.23	13593.76	15287.67
YLR233C	XII	607425	609524	-	2100	393.08	349.88	463.73	434.92
YLR347W-A	XII	824789	824929	+	141	2	3.25	1	1.38
YLR117C	XII	382471	384534	-	2064	733.88	413.70	868.85	674.72
YLR110C	XII	369697	370098	-	402	27250.54	20560.73	27552.84	24343.07
YLR072W	XII	278862	280943	+	2082	1108.10	889.65	1145.40	1287
YLR069C	XII	271630	273915	-	2286	2420.08	982.07	2773.91	1378.92
YLR403W	XII	925568	927619	+	2052	3362.58	3202.17	3707.50	4429.60
YLR008C	XII	165577	166083	-	507	569	239	596	325
YLR231C	XII	605758	607119	-	1362	1482.75	892.50	1592.67	1200.17
YLR264W	XII	673131	673334	+	204	203.08	59.84	215.71	89.12
YLR164W	XII	493883	494389	+	507	89	107	85	140.25
YLR079W	XII	286820	287674	+	855	542	469.79	574.25	567.72
YLR103C	XII	343989	345941	-	1953	395.29	248.25	483.72	371.03
YLR170C	XII	500579	501049	-	471	213.19	161	264	210.83
YLR228C	XII	600019	602463	-	2445	591.66	759.47	680.25	957.29
YLL036C	XII	66745	68256	-	1512	906	548	1004.75	721.67
YLR467C-A	XII	1077050	1077532	-	483	1.56	3.32	2.21	5.85
YLR198C	XII	547286	547645	-	360	6	2.25	13	2.50
snR61	XII	794486	794575	-	90	73.36	33	88	49.50
YLR411W	XII	947253	947978	+	726	26.12	12.75	33.45	15
YLR056W	XII	253861	254958	+	1098	7276.92	2480.50	7335.25	3464.69
YLR429W	XII	990777	992732	+	1956	2501.75	1806.75	2752.67	2431.75
YLL060C	XII	21138	21839	-	702	286	216.25	314	332.50
YLR310C	XII	752224	756993	-	4770	7242.41	4767.48	8001.68	6435.28
YLR342W	XII	809997	815627	+	5631	56739.36	30616.19	57020.52	39472.72
YLR017W	XII	177608	178621	+	1014	1812.50	747	1750.25	1043
tL(UAG)L2	XII;XII	732090;732147	732127;732190	+;+	82	0	0	0	0
YLR304C	XII	735212	737548	-	2337	17968.25	9618.00	18428.19	12348.50
YLL052C	XII	35912	36361	-	450	111.50	47.60	128.81	64.65
YLR027C	XII	196829	198085	-	1257	8940.75	5916	8619.20	7684.30
YLR214W	XII	568567	570627	+	2061	1601	1219.50	1728.28	1492.62
ITS2-2	XII	464319	464550	-	232	1.08	0.50	85.53	0.96
YLL062C	XII	16639	17613	-	975	520	392.83	483.50	550
YLR378C	XII	875736	877178	-	1443	11409.25	7847.00	10911.82	9968.62
YLR023C	XII	185498	187129	-	1632	2968.25	1520	3193.54	2075
YLR425W	XII	982894	986817	+	3924	1524.77	1429	1695.12	1909
YLR073C	XII	281019	281621	-	603	2878.31	1530.12	3111.81	2054.20
YLL008W	XII	131729	133987	+	2259	3039.75	1171.50	3439.67	1680.67
YLL063C	XII	14648	16072	-	1425	381	405	415.20	561
YLR449W	XII	1030834	1032012	+	1179	2060.79	1063	2342.50	1534.45
YLL046C	XII	46714	47463	-	750	19	15	25.67	15
YLR089C	XII	318237	320015	-	1779	4987.56	3743.58	5141.27	4924.70
